,kreis_key,license_plate
0,09361,AM
1,09561,AN
2,09661,AB
3,09761,A
4,08211,BAD
5,09461,BA
6,09462,BT
7,11000,B
8,05711,BI
9,05911,BO
10,05911,WAT
11,05314,BN
12,05512,BOT
13,12051,BRB
14,03101,BS
15,04011,HB
16,04012,HB
17,14511,C
18,09463,CO
19,09463,NEC
20,12052,CB
21,06411,DA
22,03401,DEL
23,15001,DE
24,15001,RSL
25,05913,DO
26,14612,DD
27,05112,DU
28,05111,D
29,03402,EMD
30,16051,EF
31,09562,ER
32,05113,E
33,01001,FL
34,07311,FT
35,12053,FF
36,06412,F
37,08311,FR
38,09563,FÜ
39,05513,GE
40,16052,G
41,05914,HA
42,15002,HAL
43,02000,HH
44,05915,HAM
45,08221,HD
46,08121,HN
47,05916,HER
48,05916,WAN
49,09464,HO
50,09161,IN
51,16053,J
52,07312,KL
53,08212,KA
54,06611,KS
55,09762,KF
56,09763,KE
57,01002,KI
58,07111,KO
59,05315,K
60,05114,KR
61,07313,LD
62,09261,LA
63,14713,L
64,05316,LEV
65,05316,OP
66,01003,HL
67,07314,LU
68,15003,MD
69,07315,MZ
70,08222,MA
71,09764,MM
72,05116,MG
73,05117,MH
74,09162,M
75,05515,MS
76,01004,NMS
77,07316,NW
78,09564,N
79,05119,OB
80,06413,OF
81,03403,OL
82,03404,OS
83,09262,PA
84,08231,PF
85,07317,PS
86,12054,P
87,09362,R
88,05120,RS
89,09163,RO
90,13003,HRO
91,03102,SZ
92,09565,SC
93,09662,SW
94,13004,SN
95,05122,SG
96,07318,SP
97,09263,SR
98,08111,S
99,16054,SHL
100,07211,TR
101,08421,UL
102,09363,WEN
103,16055,WE
104,06414,WI
105,03405,WHV
106,03103,WOB
107,07319,WO
108,05124,W
109,09663,WÜ
110,07320,ZW
111,05334,AC
112,05334,MON
113,07131,AW
114,09771,AIC
115,09771,FDB
116,08425,UL
117,16077,ABG
118,16077,SLN
119,07132,AK
120,15081,SAW
121,15081,GA
122,15081,KLZ
123,09171,AÖ
124,09171,LF
125,07331,AZ
126,09371,AS
127,09371,BUL
128,09371,ESB
129,09371,NAB
130,09371,SUL
131,03451,WST
132,15082,ABI
133,15082,AZE
134,15082,BTF
135,15082,KÖT
136,15082,ZE
137,09571,AN
138,09571,DKB
139,09571,FEU
140,09571,ROT
141,09671,AB
142,09671,ALZ
143,09772,A
144,09772,SMÜ
145,09772,WER
146,03452,AUR
147,03452,NOR
148,07332,DÜW
149,09672,KG
150,09672,BRK
151,09672,HAB
152,07133,KH
153,09173,TÖL
154,09173,WOR
155,09471,BA
156,12060,BAR
157,12060,BER
158,12060,EW
159,14625,BZ
160,14625,BIW
161,14625,HY
162,14625,KM
163,09472,BT
164,09472,EBS
165,09472,ESB
166,09472,KEM
167,09472,MÜB
168,09472,PEG
169,09172,BGL
170,09172,BGD
171,09172,LF
172,09172,REI
173,06431,HP
174,07231,WIL
175,07231,BKS
176,08426,BC
177,07134,BIR
178,08115,BB
179,08115,LEO
180,08435,FN
181,08435,TT
182,08435,ÜB
183,15083,BK
184,15083,BÖ
185,15083,HDL
186,15083,OC
187,15083,OK
188,15083,WMS
189,15083,WZL
190,05554,BOR
191,05554,AH
192,05554,BOH
193,08315,FR
194,15084,BLK
195,15084,HHM
196,15084,NEB
197,15084,NMB
198,15084,WSF
199,15084,ZZ
200,08235,CW
201,03351,CE
202,09372,CHA
203,09372,KÖZ
204,09372,ROD
205,09372,WÜM
206,03453,CLP
207,09473,CO
208,09473,NEC
209,07135,COC
210,07135,ZEL
211,05558,COE
212,05558,LH
213,03352,CUX
214,09174,DAH
215,12061,LDS
216,12061,KW
217,12061,LC
218,12061,LN
219,06432,DA
220,06432,DI
221,09271,DEG
222,03251,DH
223,03251,SY
224,09773,DLG
225,09773,WER
226,09279,DGF
227,09279,LAN
228,01051,HEI
229,01051,MED
230,09779,DON
231,09779,NÖ
232,07333,KIB
233,07333,ROK
234,05358,DN
235,05358,JÜL
236,05358,MON
237,05358,SLE
238,09175,EBE
239,16061,EIC
240,16061,HIG
241,16061,WBS
242,09176,EI
243,07232,BIT
244,07232,PRÜ
245,12062,EE
246,12062,FI
247,12062,LIB
248,08316,EM
249,03454,EL
250,05954,EN
251,05954,WIT
252,08236,PF
253,09177,ED
254,09572,ERH
255,09572,HÖS
256,14521,ERZ
257,14521,ANA
258,14521,ASZ
259,14521,AU
260,14521,MAB
261,14521,MEK
262,14521,STL
263,14521,SZB
264,14521,ZP
265,08116,ES
266,08116,NT
267,05366,EU
268,05366,SLE
269,09474,FO
270,09474,EBS
271,09474,PEG
272,09178,FS
273,08237,FDS
274,08237,HCH
275,08237,HOR
276,08237,WOL
277,09272,FRG
278,09272,GRA
279,09272,WOS
280,03455,FRI
281,06631,FD
282,09179,FFB
283,09573,FÜ
284,09180,GAP
285,07334,GER
286,06531,GI
287,03151,GF
288,08117,GP
289,14626,GR
290,14626,LÖB
291,14626,NOL
292,14626,NY
293,14626,WSW
294,14626,ZI
295,03153,GS
296,03153,BRL
297,03153,CLZ
298,16067,GTH
299,03159,GÖ
300,03159,DUD
301,03159,HMÜ
302,03159,OHA
303,03456,NOH
304,16076,GRZ
305,16076,ZR
306,06433,GG
307,09774,GZ
308,09774,KRU
309,05754,GT
310,03252,HM
311,03241,H
312,03353,WL
313,15085,HZ
314,15085,HBS
315,15085,QLB
316,15085,WR
317,09674,HAS
318,09674,EBN
319,09674,GEO
320,09674,HOH
321,12063,HVL
322,12063,NAU
323,12063,RN
324,03358,HK
325,08135,HDH
326,08125,HN
327,05370,HS
328,05370,ERK
329,05370,GK
330,03154,HE
331,05758,HF
332,06632,HEF
333,06632,ROF
334,01053,RZ
335,16069,HBN
336,03254,HI
337,03254,ALF
338,05958,HSK
339,06434,HG
340,06434,USI
341,09475,HO
342,09475,MÜB
343,09475,NAI
344,09475,REH
345,09475,SAN
346,08126,KÜN
347,08126,ÖHR
348,03255,HOL
349,05762,HX
350,05762,WAR
351,16070,IK
352,16070,ARN
353,16070,IL
354,15086,JL
355,15086,BRG
356,15086,GNT
357,07335,KL
358,08215,KA
359,06633,KS
360,06633,HOG
361,06633,WOH
362,09273,KEH
363,09273,MAI
364,09273,PAR
365,09273,RID
366,09273,ROL
367,09675,KT
368,05154,KLE
369,05154,GEL
370,08335,KN
371,08335,STO
372,08335,BÜS
373,09476,KC
374,09476,SAN
375,09477,KU
376,09477,EBS
377,09477,SAN
378,07336,KUS
379,16065,KYF
380,16065,ART
381,16065,SDH
382,06532,LDK
383,06532,DIL
384,06532,WZ
385,09181,LL
386,09274,LA
387,09274,MAI
388,09274,MAL
389,09274,ROL
390,09274,VIB
391,03457,LER
392,14729,L
393,14729,BNA
394,14729,GHA
395,14729,GRM
396,14729,MTL
397,14729,WUR
398,09478,LIF
399,09478,STE
400,06533,LM
401,06533,WEL
402,09776,LI
403,05766,LIP
404,08336,LÖ
405,03354,DAN
406,08118,LB
407,08118,VAI
408,13076,LUP
409,13076,HGN
410,13076,LBZ
411,13076,LWL
412,13076,PCH
413,13076,STB
414,03355,LG
415,06435,MKK
416,06435,HU
417,06435,GN
418,06435,SLÜ
419,09677,MSP
420,08128,TBB
421,08128,MGH
422,06436,MTK
423,07339,MZ
424,07339,BIN
425,15087,MSH
426,15087,EIL
427,15087,HET
428,15087,ML
429,15087,SGH
430,06534,MR
431,06534,BID
432,05962,MK
433,12064,MOL
434,12064,FRW
435,12064,SEE
436,12064,SRB
437,07137,MYK
438,07137,MY
439,13071,MSE
440,13071,AT
441,13071,DM
442,13071,MC
443,13071,MST
444,13071,MÜR
445,13071,NZ
446,13071,RM
447,13071,WRN
448,13071,NB
449,14627,MEI
450,14627,GRH
451,14627,RG
452,14627,RIE
453,10042,MZG
454,05158,ME
455,09182,MB
456,09676,MIL
457,09676,OBB
458,05770,MI
459,14522,FG
460,14522,BED
461,14522,DL
462,14522,FLÖ
463,14522,HC
464,14522,MW
465,14522,RL
466,09183,MÜ
467,09183,VIB
468,09183,WS
469,09184,M
470,09184,AIB
471,09184,WOR
472,08225,MOS
473,08225,BCH
474,09775,NU
475,09775,ILL
476,09185,ND
477,09185,SOB
478,09373,NM
479,09373,PAR
480,10043,NK
481,09575,NEA
482,09575,SEF
483,09575,UFF
484,09374,NEW
485,09374,ESB
486,09374,VOH
487,07138,NR
488,03256,NI
489,01054,NF
490,16062,NDH
491,14730,TDO
492,14730,DZ
493,14730,EB
494,14730,OZ
495,14730,TG
496,14730,TO
497,13074,NWM
498,13074,GDB
499,13074,GVM
500,13074,WIS
501,13074,HWI
502,03155,NOM
503,03155,EIN
504,03155,GAN
505,09574,LAU
506,09574,ESB
507,09574,HEB
508,09574,N
509,09574,PEG
510,09780,OA
511,05374,GM
512,12065,OHV
513,12066,OSL
514,12066,CA
515,12066,SFB
516,06437,ERB
517,12067,LOS
518,12067,BSK
519,12067,EH
520,12067,FW
521,06438,OF
522,03458,OL
523,05966,OE
524,08317,OG
525,08317,BH
526,08317,KEL
527,08317,LR
528,08317,WOL
529,03459,OS
530,03459,BSB
531,03459,MEL
532,03459,WTL
533,08136,AA
534,08136,GD
535,09777,OAL
536,09777,FÜS
537,09777,MOD
538,03356,OHZ
539,01055,OH
540,12068,OPR
541,12068,KY
542,12068,NP
543,12068,WK
544,05774,PB
545,05774,BÜR
546,09275,PA
547,03157,PE
548,09186,PAF
549,01056,PI
550,01057,PLÖ
551,12069,PM
552,12070,PR
553,08216,RA
554,08216,BH
555,08436,RV
556,08436,SLG
557,08436,ÜB
558,08436,WG
559,05562,RE
560,05562,CAS
561,05562,GLA
562,09276,REG
563,09276,VIT
564,09375,R
565,08119,WN
566,08119,BK
567,01058,RD
568,01058,ECK
569,08415,RT
570,05362,BM
571,06439,RÜD
572,06439,SWA
573,07140,SIM
574,07140,GOA
575,05378,GL
576,05162,NE
577,05162,GV
578,07141,EMS
579,07141,DIZ
580,07141,GOH
581,08226,HD
582,07338,RP
583,05382,SU
584,09673,NES
585,09673,KÖN
586,09673,MET
587,09187,RO
588,09187,AIB
589,09187,WS
590,13072,LRO
591,13072,BÜZ
592,13072,DBR
593,13072,GÜ
594,13072,ROS
595,13072,TET
596,03357,ROW
597,03357,BRV
598,09576,RH
599,09576,HIP
600,09277,PAN
601,09277,EG
602,09277,GRI
603,09277,VIB
604,08325,RW
605,16074,SHK
606,16074,EIS
607,16074,SRO
608,15088,SK
609,15088,MER
610,15088,MQ
611,15088,QFT
612,16075,SOK
613,16075,LBS
614,16075,PN
615,16075,SCZ
616,16073,SLF
617,16073,RU
618,10041,SB
619,10041,VK
620,10044,SLS
621,10045,HOM
622,10045,IGB
623,14628,PIR
624,14628,DW
625,14628,FTL
626,14628,SEB
627,15089,SLK
628,15089,ASL
629,15089,BBG
630,15089,SBK
631,15089,SFT
632,03257,SHG
633,03257,RI
634,01059,SL
635,16066,SM
636,16066,MGN
637,08127,SHA
638,08127,BK
639,08127,CR
640,06634,HR
641,06634,FZ
642,06634,MEG
643,06634,ZIG
644,09376,SAD
645,09376,BUL
646,09376,NAB
647,09376,NEN
648,09376,OVI
649,09376,ROD
650,08326,VS
651,09678,SW
652,09678,GEO
653,01060,SE
654,05970,SI
655,05970,BLB
656,08437,SIG
657,08437,SLG
658,08437,STO
659,08437,ÜB
660,05974,SO
661,05974,LP
662,16068,SÖM
663,16072,SON
664,16072,NH
665,12071,SPN
666,12071,FOR
667,12071,GUB
668,12071,SPB
669,10046,WND
670,03359,STD
671,09188,STA
672,09188,WOR
673,01061,IZ
674,05566,ST
675,05566,BF
676,05566,TE
677,15090,SDL
678,15090,HV
679,15090,OBG
680,01062,OD
681,09278,SR
682,09278,BOG
683,09278,MAL
684,07337,SÜW
685,07340,PS
686,07340,ZW
687,12072,TF
688,09377,TIR
689,09377,KEM
690,09189,TS
691,09189,LF
692,07235,TR
693,07235,SAB
694,08416,TÜ
695,08327,TUT
696,12073,UM
697,12073,ANG
698,12073,PZ
699,12073,SDT
700,12073,TP
701,03360,UE
702,05978,UN
703,05978,LH
704,05978,LÜN
705,16064,UH
706,16064,LSZ
707,16064,MHL
708,09778,MN
709,03460,VEC
710,03361,VER
711,05166,VIE
712,05166,KK
713,06535,VB
714,14523,V
715,14523,AE
716,14523,OVL
717,14523,PL
718,14523,RC
719,13075,VG
720,13075,ANK
721,13075,GW
722,13075,PW
723,13075,SBG
724,13075,UEM
725,13075,WLG
726,13075,HGW
727,13073,VR
728,13073,GMN
729,13073,NVP
730,13073,RDG
731,13073,RÜG
732,13073,HST
733,07233,DAU
734,06635,KB
735,06635,FKB
736,06635,WA
737,08337,WT
738,08337,SÄK
739,05570,WAF
740,05570,BE
741,16063,WAK
742,16063,SLZ
743,16063,EA
744,09190,WM
745,09190,SOG
746,16071,AP
747,16071,APD
748,09577,WUG
749,09577,GUN
750,06636,ESW
751,06636,WIZ
752,05170,WES
753,05170,DIN
754,05170,MO
755,03461,BRA
756,07143,WW
757,06440,FB
758,06440,BÜD
759,15091,WB
760,15091,GHC
761,15091,JE
762,03462,WTM
763,03158,WF
764,09479,WUN
765,09479,MAK
766,09479,REH
767,09479,SEL
768,09679,WÜ
769,09679,OCH
770,08417,BL
771,08417,HCH
772,14524,Z
773,14524,GC
774,14524,HOT
775,14524,WDA
776,16056,EA
