,kreis_key,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019
0,01001,87608,86952,86089,85145,84604,84414,84419,84586,85035,85510,85956,86365,87036,88182,88451,88535,82504,83132,83717,84333,85318,86687,87976,89012,89834
1,01002,246310,244880,242122,238927,235579,232972,232294,232866,233118,232928,233631,234470,235823,236880,237516,238440,236552,238767,240700,242341,244727,246874,247692,247746,247171
2,01003,216920,216329,215525,214697,213817,213365,213400,213331,212923,212255,211966,211288,211209,211355,210034,210063,210502,211196,212336,213689,215337,216483,216515,216758,216864
3,01004,82012,81912,81559,81063,80619,80103,79712,79607,79300,78770,78312,78101,77813,77256,76936,76943,77238,77076,77005,77323,78393,79439,79508,79411,79842
4,01051,133196,134177,135350,136160,136752,137070,137297,137401,137388,137429,137378,137091,136637,136089,135403,135094,133838,133226,132815,132675,132801,133239,133504,133329,133202
5,01053,169112,171095,173130,174909,176333,178645,180515,182688,184248,185555,186078,186721,186897,187089,186698,186580,187118,187601,188474,189873,191851,194031,195569,196669,197642
6,01054,158333,159886,161405,162583,163621,164147,164715,165537,166123,166574,166937,166889,166892,166596,166101,165774,163278,162633,162080,162063,163082,164443,165194,165485,165729
7,01055,196870,197826,198753,199699,200735,201851,202700,204082,204800,205486,206006,206023,206041,205550,205056,204505,198303,197921,197859,198095,198965,200194,200699,200583,200560
8,01056,281738,283696,285635,287263,288544,290233,292501,294590,296087,297698,298560,299656,300765,301416,301726,302700,296590,298067,300025,302655,305779,309062,311658,313527,315247
9,01057,124977,126278,128182,130018,131377,132427,133177,133909,134665,135179,135567,135579,135492,135219,134613,134490,127620,126967,126682,126754,127585,128504,128773,128745,128667
10,01058,256745,259381,262180,264688,266766,269089,270891,272152,272714,273091,272967,272827,272616,272065,271012,270302,269205,268452,268067,268352,269503,271358,272680,272899,273437
11,01059,187215,189393,191777,193732,195532,196955,198062,198783,199393,199932,199766,199353,199189,198854,198513,198202,196015,195316,195023,195364,196216,197762,199094,199764,200591
12,01060,235511,238394,240979,243518,246092,248665,251260,253316,254802,255863,256397,257313,257884,258313,257927,258522,260815,261565,262595,264087,266238,269869,273130,275029,276604
13,01061,132549,133579,134486,135080,135370,135895,136295,136748,136843,136972,136714,136228,135310,134451,133747,133092,130850,130339,130076,130118,130838,131666,131744,131480,131180
14,01062,207836,210092,212214,213791,214926,216460,218680,220510,221367,222729,223880,224689,225663,226557,227739,228924,230776,232144,233793,235690,238160,240713,242142,242834,243676
15,02000,1707251,1708410,1707356,1701810,1702451,1710270,1720965,1727445,1732649,1736201,1739455,1748544,1761711,1771532,1778107,1780065,1711944,1726230,1740307,1754567,1775100,1798923,1820511,1835882,1844216
16,03101,253337,251933,250132,248093,246782,246069,245721,245561,245394,245702,245897,245190,245349,245712,246511,247909,243103,244814,246513,247865,249933,250016,248345,248158,248849
17,03102,117778,117290,116159,114779,113520,112599,111950,111332,110336,109337,108300,107215,106099,104811,103941,102936,98906,98342,98146,98582,100023,102374,104108,104748,104620
18,03103,126648,125494,123727,122492,122070,121939,121874,122211,122608,122645,121825,120876,120280,120183,120804,121290,120338,121324,122108,122742,123536,123977,123912,124033,124261
19,03151,160298,162895,164927,166866,168937,170719,172197,173312,174306,174914,175232,175192,174736,174138,173537,173033,171146,170940,171245,172008,173373,174477,174914,175500,176222
20,03152,266224,266692,267666,267210,266070,265453,264866,265329,264920,263587,262912,261334,261045,260054,259197,258480,248119,248007,248119,249235,252937,-,-,-,-
21,03153,161965,160912,159627,158468,157484,156643,155897,155151,154264,153235,152125,150641,148980,147168,145343,143753,140041,139115,138244,137545,137746,138108,137771,137289,136653
22,03154,101883,101533,101069,100799,100666,100331,99674,99315,98897,98579,98012,97388,96482,95419,94435,93355,91278,90655,90407,90666,91204,91790,91900,91514,91302
23,03155,154194,153899,153300,152550,151978,151515,150601,149667,148968,148185,147204,146158,144782,143201,141386,139841,137225,135967,135040,134283,134401,134253,133328,132906,132525
24,03156,88940,88536,87871,87138,86468,85815,85104,84433,83718,83045,82302,81519,80645,79845,78835,77845,76643,75709,74806,74080,73839,-,-,-,-
25,03157,126268,127342,128283,129334,130647,131624,132491,133309,133981,134326,134452,134409,133833,133168,132292,131714,130350,130106,130097,130374,131461,132650,133174,133667,134383
26,03158,121619,122223,123078,124046,125053,126069,126719,126930,127058,127120,126769,125969,125115,124165,123202,122458,120649,120271,120009,119968,120508,120943,120671,120199,119791
27,03159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,322925,323315,326776,328302,327551,328055,327058
28,03241,1108345,1111043,1113866,1113366,1113122,1117132,1119625,1124096,1126271,1127510,1128288,1128313,1128879,1129690,1129406,1130679,1103934,1109447,1116101,1123782,1136259,1146591,1150688,1155150,1157370
29,03251,202610,204602,206218,207578,209111,210901,212366,213798,214780,215443,215997,215976,216061,215282,214727,214299,209822,209708,209813,210524,212535,214529,215547,216449,216988
30,03252,163507,163815,163777,163414,162998,162618,162495,162133,161521,160864,160140,159252,158278,157195,155697,154597,150228,149023,148144,147784,148047,148273,148281,148428,148554
31,03254,291923,292748,292849,292764,292634,292670,293008,292941,292607,291830,291091,290024,289405,287567,285433,283571,277305,275857,274925,274537,275805,277178,276970,276617,276206
32,03255,83303,83329,83163,82751,82182,81711,81088,80548,79969,79209,78294,77420,76488,75655,74613,73723,73551,72807,72168,71658,71549,71585,71327,71060,70717
33,03256,123266,124251,124718,125194,125566,126093,126458,126641,126399,126497,126471,125993,125599,124677,123867,123101,121372,120808,120037,119740,120132,121068,121487,121428,121388
34,03257,161774,163069,164009,164520,165126,165746,166246,166650,166415,166233,165801,165384,164677,163568,162446,161175,157478,156533,155819,155723,156027,156911,157750,157832,157801
35,03351,178306,179443,180006,180620,181206,181598,181839,182093,182478,182748,182567,182165,181499,180640,179709,178895,176512,175880,175629,175855,177064,178171,178567,178850,178974
36,03352,197996,199128,200119,201420,203018,204313,205237,206585,206214,206358,205685,204710,203525,202611,201742,200876,198660,197774,197020,196697,197445,198387,198385,198157,198126
37,03353,214196,217708,221133,224616,228185,231243,233789,236090,237591,238954,240780,242118,243282,244120,245222,246155,238745,239909,241710,244035,246661,249224,250919,252144,253604
38,03354,51423,51759,51995,52162,52137,51989,51957,51795,51658,51564,51518,51168,50682,50215,49866,49441,49184,49005,48799,48699,49428,49477,48591,48391,48418
39,03355,154572,156870,158994,161224,163328,165414,167596,169965,172248,173873,174949,175560,176070,176496,176642,177131,174268,175163,176184,177425,179421,181162,182268,183151,183756
40,03356,105076,105794,106455,107492,108812,109947,110926,111700,112157,112535,112724,112592,112542,112596,112240,111931,110967,110829,110849,111183,112532,113137,112900,113311,113723
41,03357,151144,153666,155391,157022,158971,160782,162323,163260,163931,164568,164955,164795,165148,164880,164358,164006,162642,161981,161544,161575,162548,163313,163375,163416,163619
42,03358,133843,135449,136734,137800,138696,139683,140610,141600,142398,142685,142724,142398,142014,141281,140450,139922,136497,135922,136012,136226,138232,139953,139370,139427,140214
43,03359,182049,184641,186446,188289,189984,191236,192218,193429,194502,195301,196018,196807,197105,197003,196925,197070,195430,195693,196148,196982,198751,200846,201763,202495,203807
44,03360,95702,96035,96359,96749,97095,97271,97496,97552,97415,97285,97049,96721,96263,95457,94669,94244,93531,93043,92579,92445,92832,93046,92853,92658,92481
45,03361,127300,128736,129923,130947,131848,132527,133009,133412,133826,134095,134221,134032,133913,133749,133468,133351,132131,132033,132294,132837,133930,135244,136216,136691,136963
46,03401,78063,78232,78099,77663,77136,76755,76685,76006,75961,75985,76003,75609,75253,74958,74579,74521,73311,73476,73820,74428,75564,76684,77283,77564,77583
47,03402,51682,51515,51509,51497,51311,50985,51021,51250,51319,51491,51714,51666,51692,51686,51363,51395,49884,49800,49771,49903,50355,50590,50547,50401,50054
48,03403,150537,152114,153189,153929,154226,154394,155418,156747,157968,158193,158410,158702,159286,159750,160626,161577,157587,158182,159134,160259,162369,164771,166396,167646,168644
49,03404,168335,167973,166990,165969,164912,164030,163821,164169,164817,164855,164122,163330,162721,162816,163100,163597,154116,155069,155970,156606,159650,163237,164222,164561,165000
50,03405,90949,90136,89278,88271,87022,85889,85032,84906,84724,84381,83839,83245,82504,81784,81269,80988,77221,76736,76137,75631,75765,76098,76259,76297,76184
51,03451,103072,104307,105826,107351,108736,109864,111221,112427,113751,114799,115457,116267,116843,117077,117258,117817,117525,118220,118677,119391,120676,122067,123038,123724,124465
52,03452,179255,180833,182270,183778,185294,186796,187799,188593,189257,189951,190252,190245,190417,189893,189274,189055,187015,186693,186866,187528,188599,189633,190008,189899,189771
53,03453,138866,141930,143603,145279,146963,148694,150440,151859,153028,154139,155531,156238,157029,157476,157753,158301,158826,159662,160105,161263,163542,165332,166928,168637,170015
54,03454,289638,294218,296470,298191,299983,302006,303942,305797,307223,308442,309638,311037,312996,314013,313371,313031,311354,312245,313272,314723,317623,320440,322514,324647,326306
55,03455,97583,98284,99029,99637,100095,100569,101158,101490,101674,101622,101580,101291,100946,100615,100068,99782,98036,97592,97210,97015,97419,98155,98459,98485,98582
56,03456,125035,126199,127073,127797,128560,129417,130336,131605,132527,133358,134136,134630,135054,135376,135431,135191,133498,133526,133665,134004,134996,135716,135815,136185,136837
57,03457,153061,154889,156387,157864,159495,160790,161958,163243,164160,164573,164754,165208,165310,165026,164878,164780,163848,164097,164497,165301,166679,167901,168600,169378,170283
58,03458,111918,113555,115086,116643,118301,120093,121606,123147,124040,124772,125516,125865,126062,126082,126205,127190,125023,125339,125596,126288,127703,129046,129704,130034,130517
59,03459,339008,343689,346222,349005,351586,352455,354776,356733,357395,358898,359470,359320,359246,358895,357838,356849,350486,350431,350373,350809,354698,356443,355474,356742,357712
60,03460,116943,119443,120955,122290,123820,125497,127338,128902,130651,132099,133196,133655,134611,135218,135717,136120,132180,133107,133825,135186,137025,138769,140106,141069,142206
61,03461,93567,94231,94476,94424,94214,94059,94215,94368,94192,94151,93951,93438,92892,92333,91623,90981,89876,89327,88979,88798,89002,89261,89152,88823,88604
62,03462,54917,55425,55841,56353,56974,57364,57411,57524,57602,57785,57907,57971,57828,57675,57414,57405,56713,56467,56381,56470,56856,57027,56806,56807,56904
63,04011,549157,549045,548100,545179,541978,539617,540232,541955,543890,545143,546223,547859,547632,547255,546835,546837,543500,545247,547499,550157,554616,561592,566863,568679,568456
64,04012,130720,129739,127969,125745,123775,121836,120096,118172,118812,117688,116944,116416,115708,114778,114110,113600,108325,108231,108584,109483,112073,113530,113030,113330,113639
65,05111,571835,571253,571223,569705,568648,569086,570376,571473,572230,571988,573723,576090,579075,582664,584751,587159,587812,591666,596184,601607,608353,612704,615255,618287,620586
66,05112,535679,533976,530882,526187,521553,517270,513434,510369,507733,505513,502799,500217,497761,495136,492765,490558,488351,487143,486836,486160,488348,495538,498978,498350,498638
67,05113,616409,613345,610280,605964,601355,596842,593892,588745,585882,588484,586685,584136,582759,580827,578025,575149,566582,566381,568373,571834,578204,582854,583239,583251,582935
68,05114,249634,248690,246689,244553,242635,240891,239753,239268,238942,238468,238027,237336,236752,236477,235924,235226,222225,221945,222042,222279,223822,225978,226756,226860,227219
69,05116,266388,266788,266689,265584,264180,263226,262907,262986,262730,262136,261680,261216,260430,259349,258460,257963,255256,254961,255259,256142,258425,260461,261557,261821,261244
70,05117,176522,176266,175754,175011,174205,173401,172565,172237,171463,170519,170022,169651,169146,168645,167712,167622,166919,166729,166647,166874,168193,170107,171101,171073,170756
71,05119,224920,224141,223642,222928,222403,222191,221912,221263,220557,219696,219149,218613,217690,216437,214880,213505,210373,210131,209551,209195,210113,211158,211402,211126,210797
72,05120,122665,121927,121116,120145,119888,119714,119043,118523,118060,117283,116325,115392,114436,113362,112017,111037,110585,109742,109154,108982,109254,110055,110598,110789,111166
73,05122,165854,165412,165040,165115,165410,165267,164993,164806,164477,164380,163862,163291,162707,162277,161348,160348,155205,155198,155542,156270,157749,158817,158856,159082,159303
74,05124,382831,380853,378257,374456,370606,367695,365479,364074,362957,361269,360244,358813,357417,355070,352047,350133,342671,342728,343187,344457,347736,351218,352990,353986,354741
75,05154,286260,289520,291979,294098,296407,298430,300474,303000,304756,306134,307265,308034,308682,308788,308309,307776,301026,301574,302338,303831,307650,310333,310800,311122,311720
76,05158,504769,504611,504659,505281,506208,507053,508317,508990,507775,506498,505467,504109,502784,500833,497753,495812,478143,477658,477015,477197,480520,484025,485090,485547,485627
77,05162,434295,437492,440173,441608,442635,443220,444393,446001,446002,446074,445650,445002,444784,443993,443162,443372,437405,438479,439914,441562,446274,448729,448420,450208,451369
78,05166,286895,289794,292557,295481,298092,299910,301597,303346,303926,304025,304199,303840,303548,303059,302228,301194,296240,295715,295185,294994,296364,298042,298578,298834,298899
79,05170,464022,466702,468965,470910,472603,473682,475289,476991,477408,477162,476793,475923,474836,473328,471290,469579,460378,459035,457681,457139,459954,462190,461191,460238,459893
80,05314,292252,297152,303858,304741,302844,300971,304106,307518,309899,311291,312384,313291,315118,317087,318796,321126,306003,308700,310578,312623,316384,320467,323808,326374,328466
81,05315,964757,965022,964329,963446,962544,962145,965457,968775,967177,967136,976789,986317,991882,996854,994567,1001581,1008225,1019019,1029274,1040428,1053631,1068259,1078165,1083029,1086764
82,05316,162043,162615,162638,161790,161062,160905,160952,160478,160572,161581,161397,161030,161371,161296,160937,160572,159160,159650,160373,161180,162514,163300,163345,163708,163784
83,05334,-,-,-,-,-,-,-,-,-,-,-,-,-,-,566687,565501,540932,542177,543950,546364,550792,553197,553270,554767,556246
84,05354,301891,302773,303591,304470,305227,306028,307104,308505,309152,309725,310059,310196,310093,309611,-,-,-,-,-,-,-,-,-,-,-
85,05358,257438,259323,260967,262785,265088,267356,269558,271810,272483,272750,272604,271867,270830,270137,269005,268179,258806,258588,258518,258729,260951,262450,262481,263306,264180
86,05362,440558,443618,446345,448729,451075,453807,456939,459498,461216,462549,462779,463127,463761,464311,464104,463913,451890,453792,455697,458025,463053,466103,466379,468649,470352
87,05366,181312,182871,184318,185737,187144,188469,189853,191087,191947,192785,193116,193211,192970,192849,192305,191569,187982,187763,187581,187798,189662,191184,191665,192484,193248
88,05370,236934,240024,242608,244877,247121,249248,251291,253241,254990,256551,257057,257323,257049,256495,255500,255035,248195,247994,248030,248772,250919,252589,252879,253714,254939
89,05374,279179,281495,282997,284585,285824,287259,288877,289773,290117,290353,290238,289100,287707,285854,283716,281812,272902,271810,270811,270454,272035,273296,273054,272720,272264
90,05378,268792,270254,271818,273464,274985,275495,275835,277134,278347,279052,279129,278892,278652,278151,277315,277049,278167,277907,278219,278969,281113,283017,283324,283400,283363
91,05382,542641,549444,555760,562842,569510,574486,579935,585934,591333,594719,596871,598354,599014,598856,598260,598666,578727,580091,581434,584031,590997,597034,598455,599418,600272
92,05512,120156,120847,121308,121435,121201,120898,120711,120733,120577,120100,119669,119195,118813,118203,117407,117106,117274,116786,116277,116036,116580,117276,117387,117374,117474
93,05513,292354,290094,287728,285259,283032,280472,277667,275864,273781,271307,269144,267418,265938,263587,260889,258767,258689,257801,257729,257751,259010,261448,261417,260480,260150
94,05515,264974,265405,265443,264814,264580,264974,266103,267872,269165,269670,270233,271404,272205,273106,274287,276897,287572,294996,298154,300943,306109,310943,312703,313939,314806
95,05554,340519,344782,348390,351525,354927,357914,361064,363740,365722,367047,367963,369252,369940,370413,369986,369634,364298,363956,364045,364731,367429,369446,369472,370197,371008
96,05558,200557,203991,206930,209228,211569,213760,215841,217649,219173,220543,220985,221202,221454,220937,220374,219958,215333,215059,215185,215639,217199,218710,219190,219645,220258
97,05562,662424,662822,662511,661687,660762,659017,656557,655075,652793,650313,647898,644838,641605,638201,634407,630612,619347,616805,614828,613485,615450,617501,617010,616043,614699
98,05566,413614,418674,423480,427503,430848,433790,436011,438837,440944,442440,443577,444147,444662,444899,443954,443467,434302,433995,434326,435804,440251,443892,445487,447090,447917
99,05570,271289,273422,275060,276345,277709,279524,281319,282735,283180,283392,283568,283141,282215,281049,279540,278643,273477,272909,272728,273018,275422,277588,277601,277621,277812
100,05711,324067,324099,323678,322528,321479,321322,322549,323887,327329,328214,327300,326336,325184,324115,323006,323049,327151,327757,328589,329323,331436,333271,333002,333169,333991
101,05754,326689,331103,335230,338668,341460,344152,346549,348949,350155,351361,352979,353576,354227,354210,353950,353688,350362,351219,351979,353399,357553,361235,362439,363566,364511
102,05758,249551,251573,252717,253129,253583,254286,254961,255557,255436,255064,254682,254156,253435,252241,250958,249599,250571,249547,249068,249104,250671,251598,251307,251161,250681
103,05762,153891,154738,155152,155172,155392,155763,155675,155427,155085,154521,153915,153083,151965,150576,149118,147949,145514,144300,143249,142779,143390,142933,141710,141116,140459
104,05766,358450,361276,362807,364020,364685,365022,364883,364978,364253,363143,361649,360043,358449,356285,353989,352161,348696,347113,345935,345251,347939,349842,349001,348730,347953
105,05770,314052,317270,319116,320496,321586,322388,322755,323410,323180,322909,322257,321298,320163,318671,316621,314963,311909,310461,309673,309286,311133,312458,311537,310959,310560
106,05774,275296,279728,282587,284615,286800,289137,291528,293977,295362,296666,298269,298892,299071,298884,298905,299143,295031,295875,296412,297880,301702,304765,305280,306126,307365
107,05911,400762,399432,397152,394537,393033,391979,390476,389260,387959,388401,386671,384650,382333,379907,377205,375302,362835,362399,361974,361805,363309,364831,365225,365079,365108
108,05913,599880,597932,595946,593300,590974,589249,589367,590908,590251,588716,588070,587870,587195,585867,582273,580625,571299,571745,574016,578228,583346,585997,586207,586805,587630
109,05914,212875,211477,209989,208114,206201,204246,202627,201623,200644,199397,197890,196295,194785,193043,191184,189399,187822,186788,186120,186356,187880,188655,187998,188272,188750
110,05915,183715,182811,181704,180957,181262,182061,183098,184454,184839,184921,184542,183971,183378,182678,182063,181664,176270,176457,176244,176314,177989,179484,179378,179148,179514
111,05916,179963,179308,178291,177286,176185,175098,174262,173798,173239,172376,171312,170461,169283,167702,166207,165165,155171,154725,154490,154513,155230,156313,156632,156432,156412
112,05954,352346,351776,351465,351066,351048,351022,350401,349222,347293,345318,343686,341415,339489,337244,334618,332638,325985,324684,323477,322824,324435,325664,325022,324483,324201
113,05958,282581,284125,284379,284055,283401,282595,281634,281189,280068,278470,276836,276311,274711,272899,270838,268771,266238,264460,262860,261780,262662,263016,261930,261033,260126
114,05962,456766,458885,459776,460102,459908,458642,457223,456692,454968,452738,450175,447043,443526,439913,435988,432465,423833,421295,418108,415030,414996,415529,414135,412752,411171
115,05966,137521,138322,138899,139759,140585,141088,141386,141900,142190,142076,142009,141577,141169,140752,140103,139375,136407,135834,135235,134853,135562,135674,134896,134792,134365
116,05970,298969,299249,299014,298358,297529,296769,295909,295454,294918,293615,292036,290547,289133,287419,285291,283521,276754,275911,275249,275407,278355,279367,277955,278094,277577
117,05974,296753,300064,302174,303711,305327,306270,307043,308319,308960,308857,308883,308211,307559,306709,305727,304820,296795,296285,295500,295857,299869,302325,301674,301798,301844
118,05978,420281,423984,426187,427670,429240,430420,430131,429336,428173,426103,424925,422419,420569,418047,415196,412850,395983,393907,392281,391698,393905,394952,393902,394358,394837
119,06411,138973,138708,138219,137694,137644,138028,138243,138726,139237,139561,140265,140366,141635,142255,142785,143508,143523,146885,148834,150811,153616,156395,157846,158731,159543
120,06412,651097,648558,645535,643663,643839,645413,643550,642681,643442,645263,648947,648925,655338,663287,668283,676530,670732,682154,694563,709487,725156,734551,741646,749967,758218
121,06413,116460,116568,116464,116060,116267,117126,118328,118907,119489,119456,119626,118533,118004,118602,119156,119621,113803,115900,118074,120096,122361,124162,125624,127701,129512
122,06414,266532,267356,267780,267457,267952,269370,270514,271607,272010,272983,274468,275085,275464,276350,277168,276531,269575,271794,273254,274494,275667,276919,278137,278498,278408
123,06431,258954,259806,260552,261079,261909,262987,264151,265091,265688,265955,266373,265741,264638,263954,263157,262817,261077,261427,262009,263072,265375,267432,268358,269237,270017
124,06432,277754,279980,281643,282686,284358,285873,287588,289013,289895,290190,290597,289927,289164,289131,288671,289160,283051,283939,284910,286687,290370,293759,295396,296724,297622
125,06433,243832,245954,247290,247456,247845,248790,249860,251338,252075,251444,252219,251996,252500,253414,253449,254343,251635,253827,256092,259047,263418,267544,270224,272965,275126
126,06434,219696,220394,221598,222613,223480,224760,226322,226994,227100,227181,227571,226963,226418,225859,226036,226831,226502,227531,228633,229983,232113,234209,235493,236280,236739
127,06435,399731,401817,402381,402385,403496,405025,407135,408875,409605,409604,409978,409455,408467,407837,407086,407089,401400,402479,404065,406307,409788,414336,417462,418579,419751
128,06436,212818,213957,215028,215877,217262,219222,221057,222545,222935,223416,224082,224242,224838,225777,226358,227066,224318,225468,227067,228999,231412,234278,236339,237352,238147
129,06437,97980,98686,99241,99362,99392,99476,99901,100268,100527,100481,100338,99932,99283,98525,97785,97238,96899,96717,96425,96142,96541,96737,96535,96698,96751
130,06438,327827,329515,330934,331410,332411,334002,335910,336845,337444,337358,337875,336869,336567,336850,336873,337671,333017,335142,337283,339985,344513,348670,350837,352892,354953
131,06439,181851,182780,183250,183371,183936,184447,184880,185178,185562,185322,185314,184655,184168,183803,183294,183202,180477,180709,181051,181654,183116,184891,186135,186880,187159
132,06440,282818,285008,287259,289241,291437,293201,295027,296990,297870,298120,298638,298752,299050,298694,298254,298124,292900,293527,294674,296389,299650,302923,304613,305886,307400
133,06531,251124,252701,253116,252868,252992,253115,253718,254674,255702,255957,255902,255729,255765,255227,255206,255799,252105,252814,253431,256827,261170,264102,266378,267966,269782
134,06532,262031,263265,263519,263025,262884,262727,263002,263059,262545,261816,260928,259884,258711,257381,255756,254249,253434,252503,251717,251384,252304,253621,254119,253971,253548
135,06533,169783,171597,172704,173422,174490,175243,175622,175812,175881,175817,176034,175174,174166,173341,172209,171209,170637,170188,169934,170175,171154,172021,172046,172027,171998
136,06534,250764,251591,252497,252825,253280,253123,253103,253226,253543,253270,253205,252781,252278,251611,251164,250845,241723,241427,241468,241627,243420,245127,245589,246407,246866
137,06535,118512,118847,119112,118761,118584,118510,118469,118211,117694,117079,116298,115278,114156,112959,111732,110109,108445,107471,106665,106073,106510,106997,106594,106165,105761
138,06611,201628,201227,200248,198763,197141,195321,194678,194587,194082,193950,194276,193842,193418,193618,194212,194712,191375,192364,193481,194417,196366,198523,199899,201161,201861
139,06631,210643,213084,214866,216069,216880,217425,218037,218633,219187,219724,219961,219600,219198,218594,218030,217424,216240,216019,216204,216820,218729,220651,221477,222184,222865
140,06632,133082,133103,132884,132209,131466,130896,130321,129710,128858,128105,127456,126671,125660,124597,123380,122501,120857,120471,119908,119523,120280,121102,121069,120965,120774
141,06633,240922,242517,243629,244355,245054,245811,245889,245582,245544,245093,244301,242932,241509,240047,238613,237608,234980,234443,233779,233402,234632,236359,236790,236654,236699
142,06634,191686,192896,193623,193699,193481,193374,193386,193117,192673,191668,190688,189164,187795,186250,184526,183243,181875,180803,179854,179448,179888,180708,180930,180488,179948
143,06635,169413,170567,171102,170942,170721,170613,170513,170363,169969,169461,168761,167765,166623,165401,163956,162490,158859,157752,156950,156534,157026,157780,157612,157105,156680
144,06636,117753,117397,116876,116143,115363,114466,113661,112880,111964,111029,110217,108880,107702,106462,105182,104247,102159,101378,100635,100281,100461,100840,101033,101059,100823
