,kreis_key,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019
295,09661,66194,66257,66486,66908,67013,67209,68018,68558,68724,68618,68749,68645,68666,68726,68699,68706,67398,67576,67763,68006,68577,69087,69558,70228,70765
296,09662,55623,55735,55598,55269,54802,54439,54432,54621,54726,54610,54395,54097,53861,53627,53565,53446,52187,52108,51975,51731,51790,52347,53081,53735,53729
297,09663,127621,127133,126681,125991,126469,127409,128524,130515,131812,132786,133362,134080,134550,134306,132859,133127,124496,124513,124638,124459,124546,125442,126323,127258,127907
298,09671,169739,171162,172120,172716,173340,173849,174220,174720,175021,175274,175189,174819,174274,173939,173341,172790,172579,172463,172683,172784,173236,173600,173737,174089,174204
299,09672,108787,109438,109679,109632,109490,109450,109389,109405,109246,108678,108342,107674,106895,106214,105326,104678,103919,103389,102995,102883,103004,103103,103183,103242,103227
300,09673,86038,86360,86606,86876,87033,86839,86710,86709,86874,86827,86539,85755,85056,84324,83697,83174,80772,80347,80095,79821,79700,79789,79826,79743,79663
301,09674,86726,87201,87558,87888,88215,88388,88427,88379,88272,88158,87801,87406,86917,86206,85687,85219,84577,84333,84158,84121,84367,84477,84419,84532,84492
302,09675,87131,87618,88111,88427,88606,88847,89127,89172,89405,89560,89462,89376,89403,89218,88795,88542,87710,87815,87998,88295,88899,89527,90089,90669,91032
303,09676,127567,128687,129498,130024,130400,130942,131287,131477,131610,131569,131493,131156,130578,130019,129390,128725,128354,128033,127927,127925,128194,128495,128514,128620,128750
304,09677,131004,131598,131803,131891,131970,132063,132138,132357,132225,131910,131519,130969,130479,129794,129015,128238,127425,126825,126396,126105,126019,126212,126412,126444,126262
305,09678,113234,114210,114827,115374,115973,116344,116767,116876,116806,116534,116212,115582,114932,114402,113762,113224,113069,112924,112932,113377,114280,114818,114964,115106,115276
306,09679,153242,155000,156263,157368,158296,158691,159146,159522,159781,159882,160123,159999,160544,160473,160099,159779,158128,158077,158303,158917,159840,160734,161191,161587,162068
307,09761,260905,259078,257542,255618,254739,254781,256244,258626,259315,259218,262085,262492,262437,262924,263195,263903,268376,271051,274621,278827,283743,287979,291218,293993,295859
308,09762,42694,42681,42359,41953,41787,41834,42087,42480,42662,42545,42320,42040,42040,42037,41918,41925,41512,41515,41665,41887,42373,42933,43306,43686,44146
309,09763,61539,61632,61559,61437,61356,61330,61474,61588,61572,61529,61485,61442,61512,61900,61918,61937,64221,64463,64835,65334,66286,67238,67930,68619,69029
310,09764,40458,40633,40766,40816,40884,40919,40974,41160,41147,41210,41182,41151,41091,41097,41029,41076,41248,41397,41662,41987,42521,43067,43382,43654,43969
311,09771,117293,118517,119473,120207,121207,122564,123836,124935,126151,126981,127321,127502,127721,127786,127815,127960,126442,126985,127843,128865,130105,131158,131998,133096,134126
312,09772,224441,227975,230391,232212,234017,235622,237389,239210,240374,241189,241355,241203,241021,240746,240078,239987,237350,238422,239958,241804,244149,246570,248689,250686,252501
313,09773,90124,91296,92024,92570,93170,93635,94038,94752,95217,95586,95522,95334,95010,94604,94189,93806,93358,93167,93126,93304,94027,94566,94858,95590,96292
314,09774,118837,119909,120445,120732,121064,121346,121856,122342,122814,122850,122611,122201,121737,121462,120868,120613,120219,120132,120413,121262,122491,123326,124009,125133,126387
315,09775,156780,157408,157641,157916,158524,159237,160361,161563,162762,163247,163464,163477,163828,164517,164920,165299,164020,164829,165957,167245,169078,170660,171779,173373,174702
316,09776,75628,75934,76205,76490,76729,76972,77515,78049,78549,78760,79205,79636,79954,80157,79983,79880,78384,78548,78790,79163,79908,80695,81055,81409,81825
317,09777,126744,127288,127943,128904,130039,131143,132008,132799,133625,134150,134559,134730,134513,134414,134209,133968,133520,133863,134445,135333,136802,137987,138772,139797,140749
318,09778,129534,130567,131235,131695,132330,133278,134245,135053,135585,135859,135760,135760,135825,135771,135504,135317,135374,135990,136934,138098,139566,140792,141855,143293,144691
319,09779,127165,127952,128363,128641,128957,129454,130046,130587,131128,131272,131064,130653,130278,129803,129449,129046,127986,128506,129181,129813,130774,131822,132671,133270,133640
320,09780,144328,144843,145166,145619,146336,147115,147890,148654,149304,149666,150190,150481,150628,150676,150320,150081,148674,149074,149968,150730,151827,153216,154164,154965,155685
321,10041,358587,357899,356857,354621,352597,351101,350292,349498,348117,346069,342847,340702,338153,336271,334208,332677,327374,326817,326308,325791,326492,328487,329872,329929,329211
322,10042,105518,105934,106091,106103,105962,105851,106088,106235,106309,106340,106302,106138,106009,105955,105554,105088,103735,103580,103328,103061,103492,103953,103782,103511,103305
323,10043,150224,150280,149995,149194,148369,147624,147031,146458,145954,145016,144203,143037,141984,140746,139219,137901,135394,134528,133661,133122,133378,133860,133641,132752,131807
324,10044,215500,215496,215361,213902,212574,212177,211599,211600,211804,211579,210779,209719,208383,206982,205266,203910,197898,197032,196294,195804,196321,196809,196212,195508,194760
325,10045,158394,158271,157869,157640,157615,157492,156983,156450,155936,155140,154458,153454,152374,151354,150168,149486,145394,144695,144071,143692,144058,144342,143751,143017,142414
326,10046,96067,96400,96316,96050,95748,95438,95262,95149,94951,94709,94412,93725,93063,92332,91580,90906,90073,89420,88842,88408,88576,88675,88162,87632,87202
327,11000,3471003,3466524,3445033,3414293,3393324,3384146,3385149,3390291,3391515,3387545,3391784,3399896,3407625,3424638,3434580,3446972,3302174,3350612,3398526,3445839,3494940,3547431,3594163,3629161,3657159
328,12051,87713,85979,84380,82384,80586,79185,77808,76712,75788,75212,74583,73886,73289,72753,72319,72032,71502,71265,71091,71032,71303,71619,71775,72005,72154
329,12052,127791,125658,123777,121452,117537,114864,112447,110094,108417,107013,105931,104621,103128,102095,101538,101834,100058,99944,99754,99543,99589,100052,100726,100628,99949
330,12053,81633,80416,79019,76933,74939,73058,71290,69387,67703,66175,64469,63177,62244,61640,60907,60436,59230,58800,58278,57834,57871,58143,58215,58055,57812
331,12054,144941,143705,142490,140620,139877,140281,141408,142666,144133,145133,146723,148126,149613,151809,153585,155516,156640,158530,160462,162755,165894,169778,173760,176900,179212
332,12060,150002,151903,156009,160689,164569,167804,169944,170775,171985,173737,175109,176107,176708,176743,176795,176793,172547,172883,173474,174368,176196,178388,180115,181812,184002
333,12061,143709,146479,149197,152833,156087,158193,159263,159608,159796,160468,161500,161799,161616,161547,161529,161862,160240,160211,160554,161373,163240,165301,166697,168193,169929
334,12062,137372,136595,136004,135225,133869,132101,130197,128158,126412,124904,123136,120969,118655,116559,114614,112854,109930,108368,106903,105577,104835,104535,103926,103047,102233
335,12063,130592,132905,135988,139658,143712,147439,150152,151989,152751,153432,154337,155073,155425,155335,155097,154941,152760,153105,153584,154641,156822,158961,160198,161310,162453
336,12064,172324,174312,177532,181603,185133,188158,189552,190702,191633,192496,192750,192674,192563,192215,191429,190884,187483,187005,187297,188045,189568,191200,192303,193625,195040
337,12065,168989,171896,175715,180887,186284,190463,192778,194466,195738,197508,198978,200597,201575,202115,202412,202971,201041,201681,202587,203955,206211,208082,209266,210571,212082
338,12066,157866,155916,154124,151777,149331,146737,143596,140586,137604,135135,133093,130818,128464,126310,124311,122575,117702,116055,114527,113369,112673,112206,111542,110799,109924
339,12067,189573,191678,193970,195867,196439,196489,195973,194831,193401,192477,191247,189948,188502,187462,185744,184428,178272,177406,176949,177337,180110,180623,178598,178503,178731
340,12068,116705,116888,116361,115803,115234,113489,112373,111460,110523,109488,108521,107442,106383,105301,104257,103366,100171,99439,99035,98915,98998,99262,99391,99223,98970
341,12069,169038,173141,177862,184551,190070,194526,197320,199196,200410,201614,202746,203455,204232,204479,204431,204907,203114,203890,204954,206509,209204,211559,212711,213939,215615
342,12070,102012,100942,99627,98566,97698,96469,94885,93413,91967,90511,89176,87819,86538,85019,83696,82610,80159,79187,78396,77772,77562,77693,77538,76886,76333
343,12071,149801,150409,151175,151692,150459,149267,147288,144744,142430,140241,138132,135914,134040,131773,129574,127411,122419,120875,119539,118465,117833,117231,116141,114943,114075
344,12072,147484,148935,151631,154451,157076,158958,160004,160381,160765,161111,161588,162009,162470,162278,162008,161577,159444,159599,160067,160968,162521,164162,165831,167593,169147
345,12073,161341,159705,158547,156744,154910,153051,150260,147268,144589,142549,140437,138305,136185,133941,131988,130555,124503,123108,121905,121078,120922,120946,120614,119951,119250
346,13001,61688,60269,58770,56964,55750,54833,53905,53289,52936,52793,52735,53176,53343,53733,54031,54250,-,-,-,-,-,-,-,-,-
347,13002,81786,79993,78352,76708,75452,74040,72620,71051,69790,68829,68462,67925,67148,66276,65471,65199,-,-,-,-,-,-,-,-,-
348,13003,230768,224226,217624,210391,205636,201938,199836,198512,198235,198093,199032,199325,199864,200617,200673,201754,201114,202350,203159,203799,205089,206762,207961,208648,209039
349,13004,116876,113147,109621,106620,104196,102180,100743,99470,98333,97436,96906,96473,96074,95729,95244,95112,91329,91296,91424,91861,94469,96234,95733,95808,95736
350,13005,66944,65341,63772,62426,61553,61144,60382,59540,59179,58995,58716,58563,58171,57981,57693,57664,-,-,-,-,-,-,-,-,-
351,13006,50870,49970,49216,48428,47795,47171,46834,46366,45912,45591,45421,45276,45039,44878,44499,44367,-,-,-,-,-,-,-,-,-
352,13051,98259,102804,107165,111582,114829,117162,118217,118740,119287,119709,119799,119637,119092,118406,117694,117235,-,-,-,-,-,-,-,-,-
353,13052,99244,98813,98396,97534,96627,95123,93651,92052,90560,89139,87549,85982,84418,82683,81235,80051,-,-,-,-,-,-,-,-,-
354,13053,116645,116191,115618,114761,114126,113217,111931,110599,109169,107978,106558,105071,103593,102021,100581,99470,-,-,-,-,-,-,-,-,-
355,13054,126192,127280,128821,130184,131486,132047,131414,131286,130674,129972,128880,127851,126744,125511,124036,123174,-,-,-,-,-,-,-,-,-
356,13055,85734,86837,87840,88478,88484,88219,87484,86745,85848,85032,83980,82956,81697,80300,79185,78083,-,-,-,-,-,-,-,-,-
357,13056,70581,70432,70414,70283,70238,70003,69674,69371,68996,68534,67890,67261,66804,66201,65531,64933,-,-,-,-,-,-,-,-,-
358,13057,117880,118704,119480,119639,119509,119079,118217,117079,115751,114531,112982,111591,110277,108698,107252,106160,-,-,-,-,-,-,-,-,-
359,13058,112696,115360,117457,119301,120458,121133,121289,120867,120794,120604,120408,119803,119018,118253,117411,116544,-,-,-,-,-,-,-,-,-
360,13059,115288,115272,115554,114990,115097,114861,114010,113024,112180,111471,110631,109774,108675,107573,106471,105480,-,-,-,-,-,-,-,-,-
361,13060,106863,107741,109001,109662,109422,109225,108341,107373,106043,104715,103262,102018,100726,99212,97693,96388,-,-,-,-,-,-,-,-,-
362,13061,79860,78761,78005,77320,76546,75848,74907,74050,73205,72588,71756,70824,70187,69342,68531,67848,-,-,-,-,-,-,-,-,-
363,13062,90070,89192,88499,87959,86994,85801,84341,82609,80937,79650,77890,76736,75812,74913,73595,72613,-,-,-,-,-,-,-,-,-
364,13071,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,267673,265427,263337,262073,262125,262167,261195,259852,258602
365,13072,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,212522,211298,210644,211217,212676,213709,214290,214874,215454
366,13073,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225464,224235,223414,223290,224145,224896,225047,224904,224693
367,13074,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156578,155903,155533,155345,155847,156548,156909,156861,157026
368,13075,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241745,240131,238738,237941,238028,237866,237220,236882,236160
369,13076,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,214421,212975,212169,212298,213372,213338,212542,212570,212199
370,14161,271085,263194,263202,255748,265893,261320,257653,254278,251622,249205,247555,246096,245338,-,-,-,-,-,-,-,-,-,-,-,-
371,14166,68631,67717,67030,66420,72111,71819,71346,70921,70308,69752,69260,68614,68069,-,-,-,-,-,-,-,-,-,-,-,-
372,14167,103831,103977,102072,100113,104877,103609,102377,101348,100380,99310,98366,97296,96331,-,-,-,-,-,-,-,-,-,-,-,-
373,14171,92396,91715,91152,90512,89810,88846,87819,86723,85759,84758,83902,82916,81922,-,-,-,-,-,-,-,-,-,-,-,-
374,14173,152254,153384,154271,154869,142719,141800,140541,139015,137558,136510,135278,133738,132186,-,-,-,-,-,-,-,-,-,-,-,-
375,14177,155781,155826,156273,156145,155045,153881,152284,150622,149080,147472,145886,144094,142507,-,-,-,-,-,-,-,-,-,-,-,-
376,14178,216007,215738,214787,213310,205731,203585,201520,199309,197042,194899,192559,189972,187397,-,-,-,-,-,-,-,-,-,-,-,-
377,14181,99149,99047,97128,96572,95797,94946,94060,92928,91974,91051,90024,88748,87376,-,-,-,-,-,-,-,-,-,-,-,-
378,14182,143553,144471,144946,144938,139844,138920,137482,135923,134561,133133,131866,130357,128716,-,-,-,-,-,-,-,-,-,-,-,-
379,14188,99332,99515,94747,95055,94797,94354,93472,92600,91637,90866,90013,88903,87754,-,-,-,-,-,-,-,-,-,-,-,-
380,14191,150791,149118,147186,145203,143510,141579,139456,137338,135271,133501,131839,130030,128269,-,-,-,-,-,-,-,-,-,-,-,-
381,14193,145634,143736,144196,144183,136914,135816,134415,132809,131465,130355,129263,127892,126452,-,-,-,-,-,-,-,-,-,-,-,-
382,14262,472697,465968,464255,456478,477590,476683,478088,479073,481646,485178,489799,500471,505971,-,-,-,-,-,-,-,-,-,-,-,-
383,14263,67041,65391,63987,62760,63573,62301,60933,59775,58871,58338,57926,57418,56856,-,-,-,-,-,-,-,-,-,-,-,-
384,14264,61033,58990,56634,55318,53265,51336,49167,47160,45744,44486,43328,42048,40977,-,-,-,-,-,-,-,-,-,-,-,-
385,14272,162613,162332,161877,160851,159871,158464,156525,154708,153159,151766,150842,148945,147119,-,-,-,-,-,-,-,-,-,-,-,-
386,14280,163597,164847,160868,157621,153985,153564,152617,151613,150836,150401,150215,149292,148539,-,-,-,-,-,-,-,-,-,-,-,-
387,14284,112094,113418,113284,112944,109278,107057,104680,102529,100833,99251,97641,95820,94011,-,-,-,-,-,-,-,-,-,-,-,-
388,14285,127812,127477,126789,125614,124410,123129,121410,119719,118249,116932,115543,113764,111921,-,-,-,-,-,-,-,-,-,-,-,-
389,14286,164101,162737,161622,159998,158366,156426,153857,151169,148853,146968,144773,142117,139806,-,-,-,-,-,-,-,-,-,-,-,-
390,14287,158644,159934,161124,161304,149333,148056,146325,144462,143078,141999,140805,139212,137809,-,-,-,-,-,-,-,-,-,-,-,-
391,14290,114151,116000,118211,123814,124713,125204,125021,124398,123685,123016,122470,121517,120899,-,-,-,-,-,-,-,-,-,-,-,-
392,14292,158941,161640,164051,164867,156542,156309,155445,154361,153183,152245,150816,149340,147783,-,-,-,-,-,-,-,-,-,-,-,-
393,14365,477422,465118,452759,442142,490017,493287,492963,493627,495855,497396,499682,504798,507954,-,-,-,-,-,-,-,-,-,-,-,-
394,14374,96646,97609,98628,99108,127157,128718,127676,126521,125364,124556,123765,122500,121368,-,-,-,-,-,-,-,-,-,-,-,-
395,14375,81807,81210,80734,80165,79436,78519,77332,76141,74954,73879,73022,72063,71097,-,-,-,-,-,-,-,-,-,-,-,-
396,14379,231633,237464,243778,248849,160844,154320,153142,151893,150669,149637,148438,147282,146105,-,-,-,-,-,-,-,-,-,-,-,-
397,14383,121721,123847,126073,127488,136304,136515,135971,134886,133731,133017,132114,130817,129671,-,-,-,-,-,-,-,-,-,-,-,-
398,14389,105030,104809,104508,103878,103219,102358,101131,99932,98833,97961,96924,95562,94174,-,-,-,-,-,-,-,-,-,-,-,-
399,14511,291333,284982,278411,271696,265744,261235,257522,254209,251271,249144,247476,246144,245326,244280,243262,242943,240527,240877,241616,242772,246083,247499,246604,247046,246785
400,14521,435257,432764,430248,427358,423918,419646,414628,409585,404726,400176,395620,390572,385245,380115,374842,370394,361245,357189,353292,350446,348624,345901,342255,339035,336323
401,14522,377486,377200,377301,376517,374373,371093,367036,362755,358565,354589,350679,346592,342286,338059,333873,330318,321714,318633,315898,313651,312581,311478,309329,307169,305142
402,14523,284783,283450,281735,279817,277785,275406,272886,270126,267333,264558,261685,258604,255335,252037,248790,245850,239777,237335,235099,233180,232354,231685,230318,228690,226897
403,14524,392329,390761,389294,387248,384450,381211,377343,373279,369504,366176,362810,358997,354970,350866,346768,343530,335086,331793,328678,326100,324836,323317,321044,318760,316267
404,14612,496866,492509,486566,480925,477490,477238,478220,479430,481930,485527,491302,499989,506155,508970,513248,518982,514559,521435,527930,533531,540067,545499,549122,552861,555715
405,14625,374240,374201,373636,372137,369542,365835,361018,356189,352049,348459,344777,340385,335763,331331,326971,323402,315007,312258,309624,307460,306422,305482,303663,301757,300319
406,14626,343839,341742,338992,335466,330897,325732,319531,313483,308668,304475,300163,295315,290790,286783,283062,279017,269513,266244,263421,261178,260094,259169,257462,255741,253810
407,14627,278727,279179,279685,279403,278252,276511,273999,271357,269144,267345,265628,263209,260519,258046,255552,253834,247087,245477,244217,243731,244495,244567,243376,242514,241941
408,14628,268952,270749,272716,273928,274169,273319,271389,268985,266951,265207,263213,260904,258690,256520,254715,253007,246975,246101,245933,245947,246683,246739,245742,245515,245599
409,14713,523662,514773,505815,498542,494580,493540,493131,493924,496163,498011,500572,504615,508546,512192,516572,518562,505713,515441,526200,538021,552476,565780,576534,584919,590501
410,14729,277242,281906,286574,289771,290984,290853,289332,286871,284687,282708,280549,278286,275823,273250,270761,268529,261954,260066,258402,257622,258028,258371,258171,257886,257951
411,14730,230765,231943,233088,233112,232372,231021,228858,226440,224262,222493,220554,218160,215544,212867,209906,207418,201066,199346,197988,197194,197324,197834,197929,197734,197707
412,15001,.,.,.,.,.,.,.,.,.,.,.,.,90557,89318,88187,87316,85987,85047,84111,83339,82990,82712,82308,81674,80670
413,15002,287052,280025,273145,264889,258136,251178,245501,241118,238830,239718,237985,236576,234889,233462,232208,232231,230136,230967,231503,232018,234731,237498,238589,239215,239010
414,15003,262557,255188,248569,243317,237833,233396,231328,228995,227805,227305,227826,229344,229840,229857,229878,230694,228460,229417,230473,231664,234015,236930,238307,238588,238131
415,15081,105231,105418,105226,103809,102059,101533,100758,99942,98834,97751,96540,95313,93956,92647,91179,89986,88150,87251,86595,86192,86118,85700,84847,84111,83469
416,15082,.,.,.,.,.,.,.,.,.,.,.,.,186445,183484,180579,177971,171987,169651,167652,165952,164947,163959,162182,160559,159170
417,15083,.,.,.,.,.,.,.,.,.,.,.,.,186713,184180,181754,179765,175972,174600,173478,172892,173151,173216,172789,172177,171329
418,15084,.,.,.,.,.,.,.,.,.,.,.,.,203729,200678,197868,195287,189452,187115,185519,184506,184068,183628,182571,181079,179518
419,15085,.,.,.,.,.,.,.,.,.,.,.,.,242742,239441,236118,233531,226615,224143,222069,220331,220492,220505,217971,215373,213878
420,15086,.,.,.,.,.,.,.,.,.,.,.,.,100418,98983,97688,96799,93765,92805,92044,91540,91526,91519,90905,90197,89759
421,15087,.,.,.,.,.,.,.,.,.,.,.,.,159690,156815,153874,151429,147735,145697,143991,142650,141731,140595,138897,137131,135596
422,15088,.,.,.,.,.,.,.,.,.,.,.,.,205122,202595,200120,197925,191611,189982,188454,187100,186471,186191,185723,185038,184199
423,15089,.,.,.,.,.,.,.,.,.,.,.,.,220965,217409,214090,211062,205149,202498,199963,197733,196723,195635,193657,191650,189843
424,15090,148089,146792,145782,144394,143173,141679,139628,137713,136230,134618,132210,130436,128478,126551,124498,122769,119082,117467,116069,115070,114965,114828,113790,112584,111586
425,15091,.,.,.,.,.,.,.,.,.,.,.,.,144059,141999,139898,138084,132964,131427,130069,129080,128584,127948,127132,126328,125397
426,15101,92030,90578,89576,87807,86006,84266,82276,80295,79042,77973,78920,77914,-,-,-,-,-,-,-,-,-,-,-,-,-
427,15151,79551,79376,79372,79278,78986,78249,77268,76344,75320,74269,69529,68614,-,-,-,-,-,-,-,-,-,-,-,-,-
428,15153,73454,72781,72580,72156,71557,70716,69792,68805,67818,66872,65885,64860,-,-,-,-,-,-,-,-,-,-,-,-,-
429,15154,118052,117213,116302,114742,112895,110683,108165,105888,103825,101756,100556,99061,-,-,-,-,-,-,-,-,-,-,-,-,-
430,15159,72902,72617,72377,71892,71402,70979,70195,69320,68479,67334,66039,65125,-,-,-,-,-,-,-,-,-,-,-,-,-
431,15171,139566,139039,137959,136387,135116,133363,130893,128827,126935,125164,123456,121668,-,-,-,-,-,-,-,-,-,-,-,-,-
432,15202,287052,280025,273145,264889,258136,251178,245501,241118,238830,239718,237985,236576,-,-,-,-,-,-,-,-,-,-,-,-,-
433,15256,150649,149092,148075,146940,145808,144238,142332,140361,138509,136751,134803,132764,-,-,-,-,-,-,-,-,-,-,-,-,-
434,15260,114419,113314,112407,111508,110358,108898,107349,105727,104134,102538,100970,99396,-,-,-,-,-,-,-,-,-,-,-,-,-
435,15261,140483,140137,139145,138156,137310,136200,134686,133256,131363,133197,132170,130901,-,-,-,-,-,-,-,-,-,-,-,-,-
436,15265,67067,70298,74080,77463,79783,81432,81863,81543,81199,77366,76732,76117,-,-,-,-,-,-,-,-,-,-,-,-,-
437,15266,72420,71822,71205,70516,69800,68851,67672,66632,65749,64798,63905,62986,-,-,-,-,-,-,-,-,-,-,-,-,-
438,15268,81612,81479,81346,80731,79984,79383,78348,77200,76147,75294,74517,73624,-,-,-,-,-,-,-,-,-,-,-,-,-
439,15303,262557,255188,248569,243317,237833,233396,231328,228995,227805,227305,227826,229344,-,-,-,-,-,-,-,-,-,-,-,-,-
440,15352,109893,108947,108077,107038,105750,104510,103107,101290,99417,97705,96137,94489,-,-,-,-,-,-,-,-,-,-,-,-,-
441,15355,81220,81472,81974,81886,81356,80952,79178,78617,77828,76912,75939,74909,-,-,-,-,-,-,-,-,-,-,-,-,-
442,15357,81852,81778,81445,81084,80407,79905,79162,78248,77497,76744,76246,75395,-,-,-,-,-,-,-,-,-,-,-,-,-
443,15358,99887,101139,101799,101325,101481,101070,100425,99452,98318,97202,97773,96509,-,-,-,-,-,-,-,-,-,-,-,-,-
444,15362,109196,111874,114295,116567,117606,118094,117852,117289,116865,116192,115268,114020,-,-,-,-,-,-,-,-,-,-,-,-,-
445,15363,148089,146792,145782,144394,143173,141679,139628,137713,136230,134618,132210,130436,-,-,-,-,-,-,-,-,-,-,-,-,-
446,15364,83578,82805,81915,81176,80343,79412,78296,77265,76283,75242,73843,72636,-,-,-,-,-,-,-,-,-,-,-,-,-
447,15367,80849,80300,79837,79278,78744,77935,76903,75858,74803,73768,72760,71562,-,-,-,-,-,-,-,-,-,-,-,-,-
448,15369,98758,98054,97779,97313,96807,96090,95404,94846,94180,93324,92439,91565,-,-,-,-,-,-,-,-,-,-,-,-,-
449,15370,105231,105418,105226,103809,102059,101533,100758,99942,98834,97751,96540,95313,-,-,-,-,-,-,-,-,-,-,-,-,-
450,16051,212532,209889,206844,204323,202165,200849,200356,199953,200552,202012,202636,202723,202592,202880,203248,204239,201295,202719,204183,205550,208169,210616,212051,213344,213840
451,16052,124971,122440,120094,117665,115706,113920,111543,108961,107328,105830,104655,103446,102202,101159,100311,99623,96008,95565,95181,94735,95252,95381,94805,94506,93639
452,16053,101724,100774,99958,99052,99419,99763,100174,101031,101232,102199,102263,102291,102390,102627,103538,104392,106228,106672,107297,107943,108867,109924,110710,111253,111375
453,16054,53986,53246,51932,50720,49742,48711,47463,46260,45148,44173,43193,42283,41426,40650,39813,39136,36846,36269,35816,35937,36493,36193,35387,35001,36872
454,16055,62257,61987,61986,62201,62343,62421,62814,63690,64154,64439,64445,64541,64526,64684,64854,65225,62851,63061,63276,63396,63804,64243,64391,64758,65159
455,16056,45642,45124,44799,44547,44475,44486,44354,44248,44213,44076,43856,43703,43487,43156,42915,42757,41743,41726,41656,41726,42151,42503,42649,42540,42310
456,16061,117688,117247,116771,115844,114999,114439,113749,112997,112093,111226,110510,109522,108433,107470,106529,105644,102231,101609,101132,100841,101028,101179,100839,100513,100193
457,16062,102166,101510,101058,100464,99714,99045,98124,97192,96117,95078,94106,93100,92211,91354,90649,90122,87135,86328,85651,85218,85205,85227,84898,84260,83619
458,16063,149204,148603,147838,147075,146042,145215,144230,143121,141854,140360,139035,137485,135942,134320,132675,131217,128634,127666,126755,126059,125745,125192,124247,123395,119350
459,16064,122529,122172,121487,121081,120813,120211,118997,117827,116694,115613,114609,113331,112196,111158,110058,109183,106042,105315,104596,104084,104598,104611,103726,103208,102572
460,16065,98454,97818,97077,96381,95657,94835,93686,92440,91326,90185,88904,87757,86239,84573,83234,82056,79954,79041,78137,77402,77129,76898,76252,75414,74611
461,16066,147298,146514,146103,145456,144876,144111,143069,141784,140329,139157,137992,136580,135045,133512,131958,130627,127632,126625,125891,125315,124840,124065,123229,122650,125281
462,16067,148331,148406,149254,149339,149623,149113,147945,147024,146088,145050,144310,143119,141948,140737,139402,138428,136351,135681,135266,135268,136106,136131,135476,135487,135180
463,16068,82593,82538,82482,82256,81912,81541,80690,79991,79150,78263,77344,76478,75667,74783,74009,73308,71802,71275,70919,70685,70569,70359,70073,69841,69541
464,16069,75292,75064,75019,74868,74406,74002,73563,72998,72362,71774,71327,70605,69851,69026,68235,67454,66354,65774,65286,64853,64599,64427,64127,63738,63375
465,16070,123542,123051,122837,122800,122613,122172,121390,120736,119865,118787,117497,116404,115052,113886,113016,112432,110428,109833,109245,108929,109260,109394,108999,108786,106436
466,16071,88602,89688,90923,91588,91824,91617,91129,90589,89888,89171,88534,87792,86994,86091,85257,84808,82648,82237,81860,81673,81884,82222,82224,82039,82052
467,16072,71139,70455,69881,69389,68805,68122,67596,66953,66134,65344,64508,63539,62749,61896,60923,60250,58807,58134,57527,57031,56814,56663,56434,56279,58064
468,16073,139575,138591,137819,136492,134807,133582,131948,130305,128789,127314,125886,124340,122617,120658,119018,117566,113097,112009,110885,109977,109462,108797,107842,106862,103671
469,16074,91893,92334,93028,93605,93605,93520,93584,93157,92640,91953,91119,90267,89400,88568,87868,87025,84942,84480,84142,83984,85075,85355,83758,83021,83001
470,16075,102541,101906,101415,100828,100061,99142,98083,97077,96026,94984,93921,92703,91487,90477,89210,88275,85705,84847,84045,83271,82919,82657,81932,81185,80590
471,16076,127502,127179,126974,126335,125572,124540,123153,121794,120316,118832,117231,115387,113593,111760,109840,108304,105229,103881,102732,101775,101248,100416,99496,98717,97779
472,16077,121152,119998,118959,117790,116429,114934,113347,111659,110127,108563,107215,105532,104081,102572,100949,99490,96516,95289,94177,93155,92525,91976,91129,90384,89756
